csv_file_name,peak_area,RT1_center,RT2_center,RT1_start,RT2_start,RT1_end,RT2_end,sample_name,label
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,457680.21,6558.976,1.176,6558.976,1.224,6562.48,1.128,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,301818.03,7953.568,1.92,7953.568,1.984,7957.072,1.848,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,136561.91,8188.336,1.624,8188.336,1.672,8188.336,1.568,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,613694.11,8016.64,1.584,8013.136,1.664,8020.144,1.496,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,119450.45,6930.4,1.576,6930.4,1.6,6933.904,1.552,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,652937.5099999998,7729.312,1.472,7725.808,1.568,7732.816,1.368,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,451156.0700000001,7568.128,1.488,7564.624,1.552,7571.632,1.424,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,298963.74000000005,8055.184,1.496,8055.184,1.552,8058.688,1.432,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,71260.09999999999,8184.832,1.504,8184.832,1.528,8184.832,1.472,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,342347.41,7631.2,1.44,7627.696,1.48,7638.208,1.392,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,461079.9500000001,6345.232,1.4,6345.232,1.472,6348.736,1.328,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,273545.38,7936.048,1.4,7936.048,1.456,7939.552,1.336,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,251808.47,7669.744,1.4,7669.744,1.448,7673.248,1.344,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,1515876.8799999997,6695.632,2.376,6695.632,2.48,6699.136,2.272,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,582303.6,6485.392,1.296,6485.392,1.344,6488.896,1.248,Orgueil,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,4902441.450000001,6692.128,2.056,6692.128,2.176,6695.632,1.936,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,102450.39,8692.912,3.056,8689.408,3.16,8696.416,2.944,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,51682.77,7224.736,2.296,7224.736,2.328,7224.736,2.256,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,252864.9,7753.84,2.24,7753.84,2.312,7757.344,2.16,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,294494.74,7610.176,2.032,7610.176,2.128,7613.68,1.936,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,309192.12,7960.576,2.016,7960.576,2.088,7964.08,1.936,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,51090.16,5987.824,1.72,5987.824,1.752,5987.824,1.68,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,78652.88,6611.536,1.568,6611.536,1.608,6611.536,1.52,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,68722.13999999998,6443.344,1.224,6443.344,1.248,6446.848,1.2,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,126318.80000000002,6558.976,1.176,6558.976,1.208,6562.48,1.136,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,105402.0,8013.136,1.568,8013.136,1.608,8016.64,1.528,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,37248.0,7568.128,1.472,7568.128,1.496,7568.128,1.448,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,702102.0099999998,7627.696,1.336,7624.192,1.488,7634.704,1.176,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,371733.29,6345.232,1.4,6341.728,1.48,6348.736,1.32,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,111455.16,7729.312,1.416,7729.312,1.456,7732.816,1.376,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,223854.0,6695.632,2.376,6695.632,2.472,6699.136,2.28,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,205665.31,6488.896,1.304,6485.392,1.36,6492.4,1.24,Orgueil,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,264872.18,4130.704,2.208,4130.704,2.264,4134.208,2.144,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,670517.39,6692.128,2.064,6692.128,2.184,6695.632,1.936,LEW 85311,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,419301.02,4074.64,2.176,4074.64,2.248,4078.144,2.096,Murchison,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,382699.01,8885.632,1.824,8882.128,1.88,8889.136,1.768,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,817036.6599999993,7687.264,2.344,7683.76,2.496,7690.768,2.192,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,1069319.8399999994,7540.096,2.288,7536.592,2.44,7543.6,2.128,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,518897.57999999984,6692.128,2.072,6692.128,2.2,6695.632,1.944,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,845626.9399999998,4074.64,1.888,4071.136,1.992,4078.144,1.776,LEW 85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1476915.1,5462.224,1.712,5462.224,1.736,5462.224,1.688,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,8269207.660000001,7049.536,1.44,7049.536,1.488,7053.04,1.384,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,5544269.77,8265.424,1.352,8265.424,1.392,8268.928,1.312,Green River Shale Soil,1
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,57727.7,8268.928,1.336,8268.928,1.36,8268.928,1.312,Rio Tinto Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,57224.0,4074.64,2.184,4074.64,2.208,4074.64,2.152,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,2249497.14,7687.264,2.344,7683.76,2.512,7690.768,2.176,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,2218170.479999999,7540.096,2.28,7536.592,2.44,7543.6,2.12,LEW 85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,499596.55,5987.824,1.728,5984.32,1.816,5991.328,1.64,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,175603.94,7200.208,1.496,7200.208,1.536,7203.712,1.448,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,78076.73000000001,8146.288,1.392,8146.288,1.416,8149.792,1.368,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,184507.00000000003,6558.976,1.176,6558.976,1.216,6562.48,1.136,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1256860.16,7957.072,1.92,7953.568,2.008,7960.576,1.824,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,1240684.1199999996,4081.648,2.176,4078.144,2.272,4085.152,2.08,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,392663.14,6485.392,1.296,6485.392,1.344,6488.896,1.248,Orgueil,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,286937.01,4088.656,1.952,4081.648,2.032,4099.168,1.864,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,536970.2000000001,4081.648,1.912,4078.144,1.992,4088.656,1.832,LON 94101,0
231003_01_AZ_400uLDCM_100oC24h.csv,161352.01,4081.648,1.456,4078.144,1.528,4085.152,1.376,AZ,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,3987077.49,4078.144,2.176,4074.64,2.256,4081.648,2.088,Murchison,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,1182033.81,4078.144,1.448,4074.64,1.536,4081.648,1.36,Jbilet Winselwan,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,8126199.349999998,4074.64,1.888,4071.136,1.992,4078.144,1.784,LEW 85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,409882.29,5984.32,1.728,5984.32,1.792,5987.824,1.656,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,349757.7100000001,6558.976,1.176,6558.976,1.216,6562.48,1.128,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,420012.48999999993,7957.072,1.912,7953.568,2.0,7960.576,1.824,Lignite,1
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,254208.92,6594.016,1.168,6594.016,1.216,6594.016,1.112,Jbilet Winselwan,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,94632.51,5987.824,1.728,5987.824,1.768,5987.824,1.68,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,233271.48000000004,6558.976,1.176,6558.976,1.216,6562.48,1.136,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,101176.46,8055.184,1.48,8055.184,1.52,8058.688,1.432,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,228631.43,7936.048,1.392,7936.048,1.456,7939.552,1.32,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,3613289.919999999,6040.384,2.144,6040.384,2.248,6043.888,2.04,Murchison Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,390159.00000000006,6594.016,1.568,6594.016,1.616,6597.52,1.52,Orgueil,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,105304.19,3955.504,1.256,3952.0,1.296,3959.008,1.216,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,181554.5,3952.0,1.248,3948.496,1.296,3955.504,1.2,LON 94101,0
231003_01_AZ_400uLDCM_100oC24h.csv,36497.28,6944.416,1.184,6944.416,1.216,6944.416,1.152,AZ,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,2076009.1,6594.016,1.168,6594.016,1.224,6594.016,1.104,Jbilet Winselwan,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,801053.23,5987.824,1.728,5987.824,1.76,5987.824,1.688,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,199395.78000000003,7340.368,1.264,7340.368,1.288,7340.368,1.24,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,4605713.020000001,6040.384,2.144,6040.384,2.24,6043.888,2.04,Murchison Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,965493.8,6040.384,2.136,6040.384,2.232,6043.888,2.04,Murchison Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,59960.0,5059.264,1.136,5055.76,1.176,5062.768,1.096,Murchison,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,338774.99000000005,3853.888,1.344,3853.888,1.4,3857.392,1.288,Orgueil,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,98312.7,3853.888,1.336,3853.888,1.376,3857.392,1.288,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,58666.28,8076.208,2.272,8076.208,2.344,8076.208,2.192,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,260857.35,4134.208,2.208,4130.704,2.304,4137.712,2.112,LEW 85311,0
230823_05_Antarctica_Soil_300uLDCM_100oC24h-001.csv,94055.28,7242.256,1.144,7235.248,1.184,7249.264,1.104,Antarctica Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,19245624.3,7133.632,2.088,7130.128,2.168,7137.136,2.0,Green River Shale Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,197314.47000000003,2956.864,1.992,2949.856,2.056,2963.872,1.92,Murchison,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,60124.880000000005,3853.888,1.336,3853.888,1.376,3857.392,1.296,Murchison,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,262567.94,2953.36,1.992,2949.856,2.056,2960.368,1.928,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,347266.35,7687.264,2.36,7683.76,2.544,7694.272,2.168,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,394942.0999999999,7540.096,2.304,7536.592,2.496,7547.104,2.104,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,161998.3,5448.208,2.24,5444.704,2.336,5451.712,2.136,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,83377.25000000001,7641.712,2.248,7641.712,2.328,7645.216,2.16,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,189012.4200000001,6692.128,2.064,6688.624,2.192,6695.632,1.928,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,40294.8,5623.408,1.592,5623.408,1.624,5626.912,1.552,LEW 85311,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,466981.31000000006,7729.312,1.432,7729.312,1.472,7732.816,1.392,Lignite,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,3739021.210000001,2953.36,1.992,2949.856,2.048,2960.368,1.928,Murchison,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,69973.13999999998,4544.176,1.672,4540.672,1.736,4547.68,1.608,ALH 83100,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,1194206.52,2953.36,1.992,2949.856,2.056,2960.368,1.928,Murchison,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,200144.97000000003,5490.256,1.288,5490.256,1.328,5493.76,1.24,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1284989.1700000002,5987.824,1.728,5984.32,1.8,5991.328,1.656,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,597107.05,7529.584,1.168,7526.08,1.216,7533.088,1.12,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,161326.54000000004,5854.672,1.176,5854.672,1.192,5858.176,1.152,Lignite,1
230901_05_GSFC_soil_300uLDCM_100oC24h.csv,54024.61,5493.76,1.224,5490.256,1.272,5497.264,1.176,GSFC Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,45891.0,7802.896,1.448,7802.896,1.496,7806.4,1.392,Murchison Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,37251.0,5490.256,1.28,5490.256,1.32,5493.76,1.232,Murchison Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,573407.55,7575.136,1.696,7575.136,1.76,7578.64,1.624,Orgueil,0
231003_01_AZ_400uLDCM_100oC24h.csv,38708.42,7690.768,2.016,7690.768,2.04,7694.272,1.984,AZ,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,105965.23,8885.632,1.824,8882.128,1.896,8889.136,1.744,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,232241.64,4831.504,1.656,4831.504,1.704,4835.008,1.6,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,323832.96,4743.904,1.632,4743.904,1.696,4747.408,1.568,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,48083.56,5924.752,1.128,5924.752,1.136,5928.256,1.112,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,335919.21,5490.256,1.288,5490.256,1.328,5493.76,1.24,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,2461525.2800000003,5987.824,1.728,5984.32,1.8,5991.328,1.656,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,3009653.6300000004,7529.584,1.184,7526.08,1.248,7533.088,1.12,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,233798.96000000008,3076.0,1.168,3072.496,1.208,3083.008,1.128,Murchison Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,898699.7300000001,7575.136,1.696,7575.136,1.752,7575.136,1.632,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,1862598.91,3072.496,1.176,3068.992,1.224,3076.0,1.128,Orgueil,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,72164.65,3156.592,1.312,3153.088,1.328,3160.096,1.288,ALH 83100,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,96801.55,4144.72,1.224,4144.72,1.256,4148.224,1.184,ALH 83100,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,219722.54,3888.928,1.2,3885.424,1.248,3892.432,1.152,ALH 83100,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,172954.0,3510.496,1.168,3506.992,1.208,3514.0,1.128,ALH 83100,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,122840.0,3829.36,1.176,3825.856,1.208,3832.864,1.136,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,445145.57000000007,3153.088,1.296,3146.08,1.344,3160.096,1.248,LON 94101,0
230901_07_LON94101_300uLDCM_100oC24h.csv,129902.2,3885.424,1.184,3885.424,1.216,3888.928,1.152,LON 94101,0
230901_07_LON94101_300uLDCM_100oC24h.csv,157889.46999999997,3510.496,1.152,3506.992,1.184,3514.0,1.12,LON 94101,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,170027.96,3076.0,1.168,3072.496,1.208,3083.008,1.128,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,619035.1199999999,5924.752,1.128,5924.752,1.168,5928.256,1.08,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,42777.670000000006,5490.256,1.28,5490.256,1.312,5493.76,1.248,Atacama Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,582618.31,7936.048,1.392,7936.048,1.456,7939.552,1.32,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,115037.77000000002,7529.584,1.176,7529.584,1.216,7529.584,1.136,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,251933.32,4985.68,1.152,4985.68,1.192,4989.184,1.112,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,47778.5,6856.816,1.424,6856.816,1.456,6860.32,1.384,Murchison Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,599292.63,7575.136,1.696,7575.136,1.76,7578.64,1.624,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,356526.24,3068.992,1.176,3068.992,1.208,3072.496,1.136,Orgueil,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,71142.0,3156.592,1.312,3153.088,1.352,3163.6,1.272,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,205213.95,3153.088,1.296,3146.08,1.344,3160.096,1.248,LON 94101,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,399588.26,3100.528,1.424,3090.016,1.48,3111.04,1.368,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,182267.01,3146.08,1.296,3142.576,1.344,3149.584,1.24,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,139478.0,5924.752,1.128,5924.752,1.168,5928.256,1.08,LEW 85311,0
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,3512524.68,6040.384,2.144,6040.384,2.248,6043.888,2.032,Murchison Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,1521589.84,6040.384,2.144,6040.384,2.24,6043.888,2.04,Murchison Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,75361.47000000003,4078.144,2.184,4074.64,2.264,4081.648,2.096,Murchison,0
230823_05_Antarctica_Soil_300uLDCM_100oC24h-001.csv,44273.88,7242.256,1.168,7235.248,1.2,7249.264,1.128,Antarctica Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,2040644.7,8416.096,1.12,8416.096,1.152,8419.6,1.08,Green River Shale Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,115886.34,6040.384,2.12,6040.384,2.208,6043.888,2.032,Murchison Soil,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,329311.78,7687.264,2.352,7683.76,2.504,7690.768,2.2,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,357231.33,7540.096,2.28,7536.592,2.424,7543.6,2.128,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,71837.72,6692.128,2.032,6692.128,2.08,6695.632,1.984,LEW 85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,3089513.6100000003,7133.632,2.08,7130.128,2.152,7137.136,2.008,Green River Shale Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,322381.28,8419.6,1.112,8419.6,1.136,8419.6,1.088,Green River Shale Soil,1
231003_01_AZ_400uLDCM_100oC24h.csv,219269.24000000008,3524.512,1.84,3521.008,1.976,3531.52,1.696,AZ,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,617028.5800000002,3524.512,2.504,3521.008,2.616,3528.016,2.384,LEW 85311,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,172935.07000000004,4074.64,2.176,4074.64,2.24,4078.144,2.104,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,104700.97,6692.128,2.048,6692.128,2.112,6692.128,1.976,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,378058.18,4071.136,1.88,4071.136,1.968,4074.64,1.792,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,70905.7,5490.256,1.288,5490.256,1.312,5493.76,1.256,Atacama Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,953521.99,4078.144,2.176,4078.144,2.24,4081.648,2.104,Orgueil,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,217137.33,4092.16,1.952,4085.152,2.032,4099.168,1.872,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,477405.10000000015,4081.648,1.912,4078.144,1.984,4088.656,1.84,LON 94101,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,4063337.41,4074.64,2.176,4074.64,2.248,4078.144,2.096,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,10206695.909999998,4071.136,1.888,4071.136,1.976,4074.64,1.792,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,121258.89,5490.256,1.288,5490.256,1.312,5490.256,1.256,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,3175358.2,5987.824,1.728,5984.32,1.8,5991.328,1.656,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,2884554.95,7529.584,1.184,7526.08,1.24,7533.088,1.12,Lignite,1
230901_05_GSFC_soil_300uLDCM_100oC24h.csv,40082.47,5493.76,1.232,5493.76,1.264,5497.264,1.192,GSFC Soil,1
230901_06_ALH83100_300uLDCM_100oC24h.csv,1337914.6799999997,4092.16,1.952,4085.152,2.032,4099.168,1.872,ALH 83100,0
230901_07_LON94101_300uLDCM_100oC24h.csv,3010567.28,4081.648,1.912,4078.144,1.984,4088.656,1.84,LON 94101,0
231003_01_AZ_400uLDCM_100oC24h.csv,1091587.91,4081.648,1.464,4078.144,1.56,4088.656,1.368,AZ,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,26358823.45999999,4074.64,2.176,4074.64,2.248,4078.144,2.096,Murchison,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,5130350.950000001,4074.64,1.448,4074.64,1.528,4078.144,1.36,Jbilet Winselwan,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,86002661.77,4074.64,1.888,4071.136,1.984,4078.144,1.784,LEW 85311,0
230823_06_Jarosite_Soil_300uLDCM_100oC24h.csv,44484.0,8370.544,1.128,8370.544,1.16,8374.048,1.088,Jarosite Soil,1
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,205012.39,5490.256,1.288,5490.256,1.32,5493.76,1.248,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,2489252.18,5987.824,1.728,5984.32,1.8,5991.328,1.656,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,3729217.95,7529.584,1.184,7526.08,1.24,7533.088,1.12,Lignite,1
230901_05_GSFC_soil_300uLDCM_100oC24h.csv,90148.48,8367.04,1.104,8367.04,1.152,8370.544,1.056,GSFC Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,637012.8999999999,4078.144,2.176,4078.144,2.24,4081.648,2.104,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,275728.7,7287.808,1.92,7284.304,1.936,7294.816,1.904,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,204683.10000000003,7333.36,1.88,7329.856,1.888,7340.368,1.864,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,585645.96,7557.616,1.384,7550.608,1.408,7568.128,1.352,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,753153.93,6485.392,1.296,6485.392,1.368,6488.896,1.224,Orgueil,0
230901_07_LON94101_300uLDCM_100oC24h.csv,314439.88,4081.648,1.912,4078.144,1.976,4088.656,1.84,LON 94101,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,2846085.5900000003,4074.64,2.176,4074.64,2.248,4078.144,2.096,Murchison,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,712698.66,4078.144,1.448,4074.64,1.528,4081.648,1.36,Jbilet Winselwan,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,7846477.069999999,4071.136,1.888,4071.136,1.976,4074.64,1.792,LEW 85311,0
230823_01_Atacama_Soil_300uLDCM_100oC24h-001.csv,94588.44,5490.256,1.288,5490.256,1.328,5493.76,1.24,Atacama Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1951394.47,5987.824,1.728,5984.32,1.8,5991.328,1.656,Green River Shale Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,729583.4499999998,7529.584,1.184,7526.08,1.24,7533.088,1.12,Lignite,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,145058.55000000002,4074.64,2.176,4074.64,2.248,4078.144,2.096,Murchison,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,300964.30000000005,4071.136,1.888,4071.136,1.96,4074.64,1.808,LEW 85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,57288.0,5160.88,1.208,5160.88,1.232,5160.88,1.184,LEW 85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,390942.65,8416.096,1.12,8416.096,1.16,8419.6,1.08,Green River Shale Soil,1
