,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
48,C=C=CCC#CC,C=C=CCCCC,96.093900384,0.8448875,-5.25823010643513,-5.615628795228313
49,C=C=CCC#CC,CC=C=CCC=CC,108.093900384,0.7719821,-5.215928860453923,-5.5958000202458695
50,C=C=CCC#CC,C=C=CCC(=C)CC,108.093900384,0.8162604,-5.215928860453923,-5.582016624955495
51,C=C=CCC#CC,C=C=CCC(C)=CC,108.093900384,0.8462904,-5.215928860453923,-5.572906233815511
52,C=C=CCC#CC,C=CCCC=C=CC,108.093900384,0.8479538,-5.215928860453923,-5.572407044915517
53,C=C=CCC#CC,C=CC=CC=C=CC,106.07825032,0.8114687,-5.198047626878768,-5.5656067320366205
54,C=C=CCC#CC,C=C=CCC=C=CC,106.07825032,0.8433076,-5.198047626878768,-5.5559213646908105
55,C=C=CCC#CC,C=C=CCCC#CC,106.07825032,0.9100731,-5.198047626878768,-5.536300260688812
56,C=C=CCC#CC,C=C=CCC#CC=C,104.062600256,0.87688875,-5.18814884154661,-5.5360381159053595
57,C=C=CCC#CC,C=C=CCC#CCC,106.07825032,0.91278875,-5.198047626878768,-5.535521645214111
