,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
30,CC=CC#CCC,CC#CC=CC,80.062600256,0.82960516,-5.667443111716297,-6.029458835898426
31,CC=CC#CCC,C=C=CC=CC,80.062600256,0.83898574,-5.667443111716297,-6.026618883191135
32,CC=CC#CCC,CCC#CCC,82.07825032,0.7594791,-5.639278613857593,-6.023118221096363
33,CC=CC#CCC,C#CC=CC,66.046950192,0.8134944,-5.646510371599426,-6.01344678703331
34,CC=CC#CCC,CC=C=CC,68.062600256,0.8454957,-5.648499796543922,-6.0057157076939
35,CC=CC#CCC,CC=CCC,70.07825032,0.880953,-5.656810825332318,-6.003507619365369
36,CC=CC#CCC,C=CC=CC,68.062600256,0.8845562,-5.648499796543922,-5.994142214213218
37,CC=CC#CCC,CC=CC=CC,82.07825032,0.8608124,-5.639278613857593,-5.9919183188002965
38,CC=CC#CCC,CC=CC(C)C,84.093900384,0.7736734,-5.597643165968446,-5.9769801787362375
39,CC=CC#CCC,CC=CCCC,84.093900384,0.87335944,-5.597643165968446,-5.9465707532391825
40,CC=CC#CCC,C=C=CC#CCC,92.062600256,0.79678035,-5.361543667295136,-5.7336436331059115
41,CC=CC#CCC,C=CC#CC=CC,92.062600256,0.80405396,-5.361543667295136,-5.731389236428894
42,CC=CC#CCC,CC=C=CC=CC,94.07825032,0.8271844,-5.305336075027771,-5.668087678154297
43,CC=CC#CCC,CCC#CCCC,96.093900384,0.6823861,-5.25823010643513,-5.667295114598582
44,CC=CC#CCC,CC=CC#CCC,94.07825032,0.94515043,-5.305336075027771,-5.633647339542694
45,CC=CC#CCC,CC=CC=CCC,96.093900384,0.8680053,-5.25823010643513,-5.608737753234218
46,CC=CC#CCC,CC=CCCCC,98.109550448,0.7786667,-5.222436314626352,-5.600199645562784
47,CC=CC#CCC,CCC#CC=CCC,108.093900384,0.783171,-5.215928860453923,-5.592277326134999
48,CC=CC#CCC,CC=CC=C=CCC,108.093900384,0.8299225,-5.215928860453923,-5.577848233727773
49,CC=CC#CCC,C=CC=CC#CCC,106.07825032,0.7811452,-5.198047626878768,-5.575031835701019
50,CC=CC#CCC,CC=CCC#CCC,108.093900384,0.8411442,-5.215928860453923,-5.574453868417104
51,CC=CC#CCC,CC=CC#CCCC,108.093900384,0.8539409,-5.215928860453923,-5.570615508107503
52,CC=CC#CCC,C=CCC#CC=CC,106.07825032,0.8112257,-5.198047626878768,-5.565681565668136
53,CC=CC#CCC,CC=C=CC#CCC,106.07825032,0.85767543,-5.198047626878768,-5.55162056174472
54,CC=CC#CCC,CC=CC#CC=CC,106.07825032,0.8737333,-5.198047626878768,-5.546865034963638
